5.039954185485839844e-02,1.386644482612609863e+00
-1.906645774841308594e+00,1.216240882873535156e+00
-5.219542980194091797e-01,6.079696118831634521e-02
-1.739656925201416016e+00,1.814146757125854492e+00
5.150873661041259766e-01,1.693809986114501953e+00
1.747352838516235352e+00,1.754018813371658325e-01
2.498540878295898438e-01,1.472146272659301758e+00
-1.633355379104614258e+00,2.526352167129516602e+00
-1.327831983566284180e+00,2.407860040664672852e+00
-6.831741333007812500e-01,7.910422086715698242e-01
2.481365203857421875e-02,1.151012659072875977e+00
-1.653277635574340820e+00,1.865102648735046387e+00
1.265625238418579102e+00,9.919648170471191406e-01
-4.293036460876464844e-01,4.245543479919433594e-02
1.860553026199340820e+00,4.239935874938964844e-01
-6.215739250183105469e-01,8.889447450637817383e-01
2.713577747344970703e-01,1.775714993476867676e+00
9.828472137451171875e-02,1.245684146881103516e+00
-6.294870376586914062e-01,7.961094379425048828e-01
-1.121505975723266602e+00,1.535875678062438965e+00
1.841815233230590820e+00,-1.855772733688354492e-01
1.615488052368164062e+00,-4.272636771202087402e-01
1.959802627563476562e+00,-2.238000631332397461e-01
1.865055561065673828e+00,4.840966761112213135e-01
3.303515911102294922e-01,1.559086799621582031e+00
-1.239620208740234375e+00,1.876781344413757324e+00
6.092369556427001953e-01,1.480047464370727539e+00
1.650830745697021484e+00,4.431883096694946289e-01
3.112444877624511719e-01,1.746456742286682129e+00
-2.610540390014648438e-02,1.763952493667602539e+00
