-5.000000000000000000e+00,5.000000000000000000e+00
-4.830508232116699219e+00,8.000000000000000000e+00
-4.661016941070556641e+00,6.000000000000000000e+00
-4.491525650024414062e+00,6.000000000000000000e+00
-4.322033882141113281e+00,7.000000000000000000e+00
-4.152542114257812500e+00,5.000000000000000000e+00
-3.983050823211669922e+00,4.000000000000000000e+00
-3.813559293746948242e+00,3.000000000000000000e+00
-3.644067764282226562e+00,3.000000000000000000e+00
-3.474576234817504883e+00,3.000000000000000000e+00
-3.305084705352783203e+00,1.000000000000000000e+00
-3.135593175888061523e+00,2.000000000000000000e+00
-2.966101646423339844e+00,3.000000000000000000e+00
-2.796610116958618164e+00,5.000000000000000000e+00
-2.627118587493896484e+00,6.000000000000000000e+00
-2.457627058029174805e+00,1.000000000000000000e+01
-2.288135528564453125e+00,1.200000000000000000e+01
-2.118643999099731445e+00,1.100000000000000000e+01
-1.949152469635009766e+00,1.500000000000000000e+01
-1.779660940170288086e+00,1.800000000000000000e+01
1.779660940170288086e+00,8.000000000000000000e+00
1.949152469635009766e+00,8.000000000000000000e+00
2.118643999099731445e+00,7.000000000000000000e+00
2.288135528564453125e+00,8.000000000000000000e+00
2.457627058029174805e+00,1.300000000000000000e+01
2.627118587493896484e+00,8.000000000000000000e+00
2.796610116958618164e+00,1.900000000000000000e+01
2.966101646423339844e+00,1.700000000000000000e+01
3.135593175888061523e+00,2.700000000000000000e+01
3.305084705352783203e+00,3.900000000000000000e+01
3.474576234817504883e+00,3.300000000000000000e+01
3.644067764282226562e+00,3.300000000000000000e+01
3.813559293746948242e+00,3.500000000000000000e+01
3.983050823211669922e+00,2.500000000000000000e+01
4.152542114257812500e+00,2.800000000000000000e+01
4.322033882141113281e+00,2.300000000000000000e+01
4.491525650024414062e+00,1.500000000000000000e+01
4.661016941070556641e+00,1.600000000000000000e+01
4.830508232116699219e+00,2.300000000000000000e+01
5.000000000000000000e+00,3.200000000000000000e+01
